代碼,公司名稱,上市,類別
6119,大傳,上櫃,資訊電子
6120,輔祥,上櫃,資訊電子
6121,新普科技,上櫃,資訊電子
6122,擎邦國際,上櫃,資訊電子
6123,上奇,上櫃,資訊電子
6124,業強,上櫃,資訊電子
6125,廣運,上櫃,資訊電子
6126,信音,上櫃,資訊電子
6127,九豪,上櫃,資訊電子
6129,普誠,上櫃,資訊電子
6130,亞全,上櫃,資訊電子
6131,悠克,上櫃,資訊電子
6132,銳普,上櫃,資訊電子
6133,金橋,上櫃,資訊電子
6134,萬旭,上櫃,資訊電子
6135,佳營,上櫃,資訊電子
6136,富爾特,上櫃,資訊電子
6137,新寶科,上櫃,資訊電子
6138,茂達,上櫃,資訊電子
6139,亞翔,上櫃,資訊電子
6140,訊達,上櫃,資訊電子
6141,柏承,上櫃,資訊電子
6142,友勁,上櫃,資訊電子
6143,振曜,上櫃,資訊電子
6144,得利影,上櫃,資訊電子
6145,勁永,上櫃,資訊電子
6146,耕興,上櫃,資訊電子
6147,頎邦,上櫃,資訊電子
6148,和平,上櫃,資訊電子
6149,陸德,上櫃,資訊電子
6150,撼訊,上櫃,資訊電子
6151,晉倫,上櫃,資訊電子
6152,百一,上櫃,資訊電子
6153,嘉聯益,上櫃,資訊電子
6154,順發,上櫃,資訊電子
6155,鈞寶,上櫃,資訊電子
6156,科橋,上櫃,資訊電子
6157,一等,上櫃,資訊電子
6158,禾昌,上櫃,資訊電子
6159,詮鼎,上櫃,資訊電子
6160,欣技,上櫃,資訊電子
6161,捷波,上櫃,資訊電子
6162,鴻源科,上櫃,資訊電子
6163,華電網,上櫃,資訊電子
6164,華興,上櫃,資訊電子
6165,捷泰,上櫃,資訊電子
6166,凌華,上櫃,資訊電子
6167,久正,上櫃,資訊電子
6168,宏齊,上櫃,資訊電子
6169,昱泉,上櫃,資訊電子
6170,統振,上櫃,資訊電子
6171,亞銳士,上櫃,資訊電子
6172,互億,上櫃,資訊電子
6173,信昌電,上櫃,資訊電子
6174,安碁,上櫃,資訊電子
6175,立敦,上櫃,資訊電子
6176,瑞儀光電,上櫃,資訊電子
6177,十全,上櫃,資訊電子
6178,振遠,上櫃,資訊電子
6179,世仰,上櫃,資訊電子
6180,橘子,上櫃,資訊電子
6181,宇詮,上櫃,資訊電子
6182,合晶,上櫃,資訊電子
6183,關貿,上櫃,資訊電子
6184,大豐電,上櫃,資訊電子
6185,幃翔,上櫃,資訊電子
6186,晶磊,上櫃,資訊電子
6187,萬潤,上櫃,資訊電子
6188,廣明,上櫃,資訊電子
6189,豐藝,上櫃,資訊電子
6190,萬泰科技,上櫃,資訊電子
6191,信元,上櫃,資訊電子
6192,巨路,上櫃,資訊電子
6193,洪氏英,上櫃,資訊電子
6194,育富,上櫃,資訊電子
6195,旭展,上櫃,資訊電子
6196,帆宣,上櫃,資訊電子
6197,佳必琪,上櫃,資訊電子
6198,凌泰科技,上櫃,資訊電子
6199,精威,上櫃,資訊電子
6201,亞弘電,上櫃,資訊電子
6202,盛群,上櫃,資訊電子
6203,海韻電,上櫃,資訊電子
6204,艾華,上櫃,資訊電子
6205,詮欣,上櫃,資訊電子
6206,飛捷,上櫃,資訊電子
6207,雷科,上櫃,資訊電子
6208,日揚,上櫃,資訊電子
6209,今國光,上櫃,資訊電子
6210,慶生,上櫃,資訊電子
6211,福登,上櫃,資訊電子
6212,理銘,上櫃,資訊電子
6213,聯茂,上櫃,資訊電子
6214,精誠,上櫃,資訊電子
6215,和椿,上櫃,資訊電子
6216,居易,上櫃,資訊電子
6217,中探針,上櫃,資訊電子
6218,豪勉,上櫃,資訊電子
6219,視達,上櫃,資訊電子
6220,岳豐,上櫃,資訊電子
6221,晉泰,上櫃,資訊電子
6222,上揚,上櫃,資訊電子
6223,旺矽,上櫃,資訊電子
6224,聚鼎,上櫃,資訊電子
6225,天瀚,上櫃,資訊電子
6226,光鼎,上櫃,資訊電子
6227,茂綸,上櫃,資訊電子
6228,全譜,上櫃,資訊電子
6229,研通,上櫃,資訊電子
6230,超眾,上櫃,資訊電子
6231,系微,上櫃,資訊電子
6232,仕欽,上櫃,資訊電子
6233,旺玖,上櫃,資訊電子
6234,高僑,上櫃,資訊電子
6235,華孚,上櫃,資訊電子
6236,凌越,上櫃,資訊電子
6237,驊訊,上櫃,資訊電子
6238,巨圖,上櫃,資訊電子
6239,力成,上櫃,資訊電子
6240,文魁,上櫃,資訊電子
6241,享承,上櫃,資訊電子
6242,聯豪科,上櫃,資訊電子
6243,迅杰,上櫃,資訊電子
6244,茂迪,上櫃,資訊電子
6245,立端,上櫃,資訊電子
8002,資傳,上櫃,資訊電子
8008,建興電子,上櫃,資訊電子
8009,昱昕,上櫃,資訊電子
8010,益和,上櫃,資訊電子
8011,台通,上櫃,資訊電子
8012,琭旦,上櫃,資訊電子
8014,宏廣,上櫃,軟體
5201,凱衛資訊,上櫃,軟體
5202,力新,上櫃,軟體
5203,訊連,上櫃,軟體
5204,得捷,上櫃,軟體
5205,漢康科技,上櫃,軟體
5206,經緯,上櫃,軟體
5207,飛雅,上櫃,軟體
5208,蔚華,上櫃,軟體
5209,新鼎系統,上櫃,軟體
5210,儒碩,上櫃,軟體
5211,蒙恬,上櫃,軟體
5212,凌網,上櫃,軟體
5213,捷鴻,上櫃,通訊網路
4903,聯光通信,上櫃,通訊網路
4904,遠傳,上櫃,通訊網路
4905,台聯電訊,上櫃,通訊網路
4906,正文,上櫃,通訊網路
4907,正華,上櫃,通訊網路
4908,前鼎,上櫃,通訊網路
4909,新復興,上櫃,通訊網路
4910,陽慶,上櫃,運輸
5601,台聯,上櫃,運輸
5603,陸海,上櫃,運輸
5604,中連,上櫃,運輸
5605,遠航,上櫃,運輸
5607,遠翔倉儲,上櫃,運輸
5608,四維航業,上櫃,運輸
5609,中菲行,上櫃,運輸
5801,建弘投信,上櫃,金融保險
5810,泛亞銀,上櫃,金融保險
5817,日盛銀行,上櫃,金融保險
5818,僑銀,上櫃,金融保險
5819,玉山票券,上櫃,金融保險
5820,日盛金,上櫃,鋼鐵
5006,高鋁,上櫃,鋼鐵
5007,三星,上櫃,鋼鐵
5009,榮剛,上櫃,鋼鐵
5011,久陽,上櫃,鋼鐵
5013,強新,上櫃,鋼鐵
5014,建錩實業,上櫃,鋼鐵
5015,華祺工業,上櫃,鋼鐵
5016,松和,上櫃,鋼鐵
5017,新泰伸,上櫃,電器電纜
4609,唐鋒,上櫃,電機
4502,源恆,上櫃,電機
4503,金雨,上櫃,電機
4506,崇友,上櫃,電機
4510,高鋒,上櫃,電機
4513,福裕,上櫃,電機
4522,大寶,上櫃,電機
4523,永彰,上櫃,電機
4526,東台,上櫃,電機
4527,方土霖,上櫃,電機
4528,江興鍛壓,上櫃,電機
4529,力武,上櫃,電機
4530,宏易,上櫃,電機
4532,瑞智,上櫃,電機
4533,協易機,上櫃,電機
4534,三林,上櫃,電機
4535,至興,上櫃,食品
4205,恆義,上櫃,食品
4207,環泰,上櫃,類股
